3XL,80101.85
M,36942.095
S,23569.725
XL,6748.577
XL,84752.586
L,14115.174
S,69623.962
L,84642.804
L,45845.759
S,37530.056
3XL,72457.834
3XL,51690.081
3XL,1496.74
XL,58821.964
M,10748.774
M,97538.514
S,30031.579
2XL,51433.321
3XL,68274.829
XL,47714.977
XS,24222.214
S,27923.723
M,15632.333
S,68055.372
XS,35607.038
XS,20600.663
S,48043.234
L,92274.777
XL,45643.826
3XL,27041.264
S,8089.889
L,68936.096
3XL,22050.468
3XL,56416.587
S,62062.987
M,96544.474
M,29408.319
L,50882.747
S,23758.532
2XL,59368.634
2XL,66014.207
S,8065.695
XL,20087.157
XL,45440.563
L,92614.38
M,18278.289
L,39462.811
M,69011.807
3XL,7336.916
L,56202.562
2XL,23374.502
3XL,2692.929
2XL,27381.136
3XL,57707.279
XL,47743.77
XS,88664.747
L,79984.32
S,49162.82
XL,89463.276
2XL,72788.398
L,91753.756
3XL,41044.604
XS,82328.127
M,47995.231
2XL,58305.057
XS,85418.823
XS,6132.265
XS,86538.041
2XL,97363.297
L,55521.117
XL,43502.97
L,87719.055
2XL,36888.061
M,33605.343
L,36971.199
L,57195.472
L,64708.55
L,13573.186
L,567.159
2XL,40216.125
L,96654.021
2XL,85310.156
2XL,96777.54
L,54856.375
3XL,62297.399
XS,21836.041
XL,32032.322
3XL,39748.029
M,92401.721
XS,12695.073
3XL,23677.776
3XL,16508.754
XS,68651.006
S,19808.694
XS,59951.841
2XL,71612.294
S,26788.54
S,17586.66
3XL,14388.683
L,15799.39
XL,95608.771
S,28834.144
M,70510.705
M,74797.69
L,92382.941
XL,82539.926
S,94590.828
M,27756.887
2XL,47529.777
XL,35495.32
XL,63236.074
L,9813.432
S,87533.446
3XL,11283.499
XS,48982.043
L,89220.739
2XL,43001.91
3XL,21993.194
2XL,80855.755
3XL,18683.553
3XL,7932.134
L,65831.368
2XL,25029.887
L,66038.836
XS,11663.883
2XL,76643.193
3XL,15300.949
XL,71194.842
M,74753.173
XL,90100.876
3XL,93642.334
2XL,34515.528
2XL,57290.725
2XL,54193.678
S,36273.939
XL,20193.404
3XL,53758.229
S,51190.792
2XL,17100.201
S,26400.256
S,56444.212
XS,37724.052
M,33719.038
2XL,79616.711
3XL,77930.389
2XL,32491.289
M,24029.678
XL,35174.709
L,27427.462
2XL,2378.804
L,60319.977
XL,47006.707
S,59974.087
XS,38775.51
XS,57712.635
2XL,95258.803
M,29206.646
2XL,35091.972
XS,91397.739
XS,65011.44
L,40056.91
M,96164.118
M,56662.105
L,92993.841
2XL,36850.751
XS,86093.107
XL,27511.259
3XL,71793.222
2XL,66012.405
XL,172.254
L,17088.826
XL,83869.717
M,61361.018
XL,13967.88
3XL,36082.629
2XL,96391.811
S,5535.112
3XL,34541.787
2XL,86653.284
M,5516.965
XS,73003.66
XL,54329.002
S,36994.909
XL,43388.675
2XL,65207.507
2XL,14860.01
M,28503.737
M,71134.118
XS,99186.126
S,20080.011
3XL,39116.115
XS,63260.326
3XL,11287.867
3XL,89147.091
XS,68925.363
3XL,28404.019
L,69436.675
2XL,98016.369
3XL,98076.489
2XL,33346.917
M,83917.138
XS,24514.358
XL,44316.544
L,44208.337
M,92712.045
M,99117.214
L,96262.042
XS,30276.065
M,39295.507
S,37063.097
3XL,40864.878
3XL,79731.147
2XL,23457.176
L,17580.585
XS,52979.618
XL,31648.284
2XL,70401.806
L,66525.768
S,29400.353
M,99835.415
S,24825.115
S,25218.264
M,90082.09
XL,39290.176
3XL,17254.308
3XL,71789.705
XL,76715.502
M,7289.761
3XL,41795.975
2XL,20756.444
M,16514.457
2XL,60112.2
L,52115.204
XS,27470.592
XL,74265.429
XS,65947.877
S,56220.014
L,26799.832
2XL,9535.354
XS,704.955
L,10344.818
XL,96480.946
M,57499.032
3XL,56947.711
XS,51487.715
L,97896.103
L,94260.537
XS,14498.985
2XL,99817.53
S,96840.504
2XL,72249.532
XS,84799.006
3XL,42187.427
S,40488.411
XL,47996.131
M,37883.798
2XL,11875.714
2XL,75441.749
XS,45094.86
XL,35181.957
XS,58273.306
3XL,45576.796
XL,88788.683
XL,61838.31
XL,25156.834
XS,34759.236
S,5670.718
XL,66210.291
S,65095.98
S,53019.856
M,49844.522
L,84415.592
2XL,68573.818
XS,79788.867
XL,74026.815
XL,98470.513
XS,11363.424
L,41317.922
3XL,27012.39
S,64700.735
S,84890.066
M,4899.408
M,90867.216
S,35584.145
M,38664.705
XS,66486.742
2XL,97374.877
XS,67835.791
M,93729.518
3XL,43288.64
L,75087.249
S,72712.065
M,7928.905
3XL,27396.938
XS,21659.288
M,1081.211
XL,84010.655
XS,22263.058
3XL,26520.131
XS,29186.408
S,76450.427
S,30844.49
XL,47049.03
M,37066.842
S,98658.171
L,91319.782
XL,72292.085
XL,36957.785
XL,43744.133
XS,47411.324
M,4983.941
XL,12452.962
XS,63334.961
M,42022.452
M,19500.063
XS,40873.76
L,72879.294
3XL,66758.303
L,15244.45
M,68712.168
XS,69692.548
L,52373.807
XS,12547.196
S,95082.136
L,78494.359
L,34064.202
S,59350.758
3XL,91702.223
L,51819.097
XL,70666.171
3XL,48156.802
XS,63923.436
XL,79962.675
L,22561.141
S,61643.551
M,32855.937
L,10331.399
XL,26428.477
3XL,49971.495
3XL,78310.566
XS,74788.108
S,66804.146
3XL,84827.518
M,99711.837
L,64525.995
M,37051.175
2XL,42297.493
L,99642.146
2XL,91278.977
M,32707.682
2XL,18312.633
2XL,34329.77
M,19002.74
M,57137.177
M,11404.13
3XL,80999.03
2XL,65916.324
2XL,86378.91
XS,14179.406
XL,5549.934
2XL,2731.698
XL,38761.972
M,39294.315
XS,62737.994
L,81845.753
2XL,23092.005
3XL,96940.149
L,73503.763
S,92261.393
XL,57330.692
XL,35004.108
M,96226.58
2XL,4506.415
XS,93364.883
2XL,54135.685
S,60233.41
L,60036.515
3XL,92491.735
3XL,1210.261
2XL,85478.357
XS,50388.67
M,50889.67
L,75182.18
2XL,94031.954
M,91361.283
XL,63682.632
3XL,15451.228
XS,98212.108
2XL,9717.445
S,80930.715
XS,30789.444
XS,55532.434
L,18948.393
3XL,36274.637
M,10185.935
L,69908.02
XL,55940.153
S,14631.072
S,19199.811
L,48668.231
S,59668.568
XL,98939.043
L,45003.074
S,43031.824
XL,24033.769
XL,59473.132
XL,27430.964
L,56439.374
XS,62728.684
S,20630.508
XL,30633.876
M,17883.207
XL,91585.923
3XL,27474.508
M,80590.355
XL,2078.692
M,23573.133
L,26307.256
XL,40792.168
S,28338.38
3XL,42822.162
3XL,60090.503
XS,92926.518
XS,86613.182
S,55467.66
XL,38995.805
L,68891.356
2XL,57357.416
XS,58395.36
L,31441.585
3XL,34793.06
M,20276.726
L,12655.713
3XL,44161.848
S,78922.223
L,92729.894
S,41527.118
XS,9157.07
3XL,93902.727
L,57465.591
M,73482.594
L,29044.228
XL,65118.374
2XL,30436.184
M,8776.309
2XL,9664.33
S,41380.006
XL,4136.755
XS,44129.066
3XL,52183.439
3XL,75163.441
S,42880.396
XL,90667.47
M,7913.557
3XL,80222.768
XS,46710.637
M,80756.39
M,46822.965
XL,11152.57
2XL,70224.039
XS,56136.519
S,21661.525
M,85022.917
2XL,52447.482
3XL,49274.267
S,85364.688
XS,43250.894
M,89333.025
S,33839.872
3XL,37231.641
2XL,19599.323
XL,82883.577
XS,29061.965
3XL,7471.268
3XL,73054.244
L,22696.396
XL,89538.001
3XL,72751.573
M,58651.885
M,21467.812
XS,23172.669
M,12046.399
M,36783.857
3XL,67524.877
S,79662.621
3XL,57075.856
S,18647.88
L,85888.596
XS,83898.995
3XL,79836.228
M,17835.2
L,21822.014
3XL,10252.119
2XL,41.56
XS,31713.757
XS,15678.23
XL,57756.167
XL,36951.779
L,99818.74
L,59043.866
S,44957.895
S,93371.282
2XL,70120.381
XS,87375.978
XL,11087.391
XS,51748.223
XL,48403.183
L,42411.299
M,94777.156
M,45646.513
S,13245.895
L,21598.597
2XL,48930.279
2XL,27870.617
3XL,50131.318
S,41555.257
XS,39514.479
2XL,80534.091
2XL,89281.437
XL,60157.012
M,52460.574
L,34959.238
2XL,52461.259
3XL,56376.681
S,50960.747
XL,50139.472
L,49574.419
M,48722.336
S,78338.296
S,76738.399
3XL,51312.536
XS,35057.617
2XL,44183.269
M,11416.907
2XL,74031.913
M,32246.914
3XL,9064.85
2XL,99793.413
3XL,53285.473
S,80181.62
S,88457.525
L,67239.0
M,72554.088
XL,72642.5
XS,8509.905
XL,12713.244
XS,93038.787
XS,49271.764
XS,51065.17
2XL,44307.236
XS,78032.633
S,11165.91
2XL,21257.52
M,75185.226
3XL,32361.091
L,48510.812
S,88228.007
S,23624.059
XL,30642.486
XS,91580.302
XL,45357.726
M,32382.361
XS,66283.34
XS,27574.654
XS,21767.607
L,81650.043
L,34014.126
M,34001.711
XS,42570.935
XS,31969.007
M,82698.131
S,48572.024
S,11689.427
2XL,21458.764
3XL,32108.368
3XL,48403.962
L,94798.877
3XL,67782.043
S,15222.172
XS,95319.362
2XL,90377.062
M,3734.403
M,38420.944
XL,88633.265
XS,53733.404
XS,60527.53
S,47276.196
3XL,67081.088
XL,62631.52
XS,94022.978
2XL,98741.0
S,34631.473
M,19333.894
2XL,78808.45
2XL,84935.776
2XL,1969.051
XS,50321.686
L,45126.689
XS,98054.437
3XL,24194.303
L,97696.651
S,83039.239
S,26917.303
3XL,37774.189
XL,26948.738
L,84206.425
3XL,2144.048
3XL,86234.406
3XL,22419.903
S,38620.572
2XL,64771.611
XL,88030.18
2XL,33595.876
XL,69071.119
3XL,93488.496
3XL,99522.943
M,42986.69
3XL,77009.683
2XL,21243.916
3XL,49121.657
M,26342.513
3XL,7588.658
XL,54582.118
XS,70607.789
3XL,22271.317
3XL,55778.199
2XL,13455.575
L,7829.522
M,13026.521
L,43350.6
3XL,35065.51
M,30267.274
M,16140.759
L,11729.866
XL,38480.218
L,89832.698
L,14024.287
XL,3576.828
S,41396.878
XS,15245.935
XL,48682.407
L,59947.858
XL,58497.82
3XL,25082.099
M,90720.057
M,46454.1
L,47346.365
L,376.755
2XL,81973.713
3XL,10645.638
M,39446.379
2XL,37122.03
XS,77344.002
S,61382.18
XL,41508.72
XL,57480.866
XL,85769.951
XL,18746.054
XS,65138.538
XL,90562.668
XL,49290.977
2XL,49237.494
S,56205.029
2XL,13302.834
3XL,13994.488
2XL,90831.125
3XL,70817.225
XS,315.186
S,48348.972
XL,10447.822
S,1377.19
3XL,79568.887
XS,48824.85
S,62554.418
S,66261.213
M,14293.243
S,33598.331
L,41522.39
S,11759.533
M,47710.718
3XL,39160.503
L,2259.423
2XL,26079.515
2XL,73740.849
2XL,71593.613
XL,51402.592
XS,87394.824
M,4634.173
L,75274.267
XS,24062.839
S,23137.676
3XL,2532.322
3XL,23885.516
XS,94973.865
L,59004.827
S,24644.049
S,15133.242
XS,59163.055
L,4693.048
S,46382.724
L,79336.583
2XL,29007.994
2XL,73910.086
2XL,20737.162
L,74821.383
L,75300.71
3XL,13397.448
3XL,81645.748
L,12580.036
3XL,586.17
XS,51144.821
3XL,78897.116
3XL,21231.169
S,11945.92
S,78017.328
XL,43063.523
S,60541.05
3XL,23465.372
L,58369.807
L,2838.544
3XL,64928.288
2XL,80675.404
M,28196.436
2XL,97213.995
M,43283.515
2XL,22937.903
XS,62435.61
M,64161.982
S,97113.055
XL,60678.312
2XL,267.731
XL,25844.649
M,63936.545
XS,32912.345
XL,14287.392
3XL,11636.97
L,68506.85
XS,57472.195
3XL,38039.292
XS,95881.333
2XL,35205.913
L,73810.468
2XL,81811.462
XS,54104.162
L,32058.455
M,72053.301
M,76236.492
3XL,47404.755
2XL,58469.879
